#AC_NUM,ACID,TRACK_CNT,ST_TIME,END_TIME,ORIG_TRACK_CNT,ORIG_ST_TIME,ORIG_END_TIME,TRACK_QSTAT,MAX_X,MIN_X,MAX_Y,MIN_Y,MAX_Z,MIN_Z,AC_EQUIP,AC_TYPE,DEST_FIX,FLIGHT_TYPE,ORIGIN_FIX,PRM_ID,GAP_VALUE,MAX_X_SMO,MIN_X_SMO,MAX_Y_SMO,MIN_Y_SMO,MAX_Z_SMO,MIN_Z_SMO,TOD_TIME,TOC_TIME,TOC_ALT,END_CENTER,START_CENTER,END_CENTER_TIME,START_CENTER_TIME
188,AAL437_329,323,55840,59060,265,55836,59064,0,287.5,217.233,532.5,183.1,38000,1400,Q,B738,MIA,DEP,DCA,-1,0,287.389,217.53,532.202,184.107,38000,1620,-1,57310,38000,n/a,ZDC,58460,56210
189,AAL452_878,182,46470,48280,150,46464,48288,0,209.933,86,621.3,401.702,37000,37000,Q,B752,BOS,OVR,MIA,-1,0,209.435,86.13,620.425,402.721,37000,37000,-1,-1,99900,n/a,ZTL,47680,46480
190,AAL454_811,175,72930,74670,146,72924,74676,0,187.199,54.5,467.6,349.25,29600,2000,Q,MD82,RDU,ARR,ORD,-1,0,186.942,55.392,467.173,349.608,29446,2162,73210,-1,99900,n/a,ZID,74070,73050
191,AAL477_975,219,56570,58750,182,56568,58752,0,242.5,78.267,524.8,347.35,30000,3366,Q,MD82,DFW,DEP,IAD,-1,0,242.463,79.284,524.073,348.226,30000,3600,-1,57630,30000,n/a,ZDC,58150,56730
192,AAL496_378,132,45450,46760,109,45444,46764,0,245.267,115,575,522.2,32800,10866,Q,B738,DCA,ARR,ORD,-1,0,244.649,115.791,574.151,522.2,32670,10920,45820,-1,99900,n/a,ZOB,46160,45630
193,AAL503_180,415,71620,75760,346,71616,75768,0,328.5,222.633,616.533,155.833,38000,37000,Q,B738,MIA,UNK,CYYZ,-1,0,328.256,222.894,615.67,156.692,38000,37000,-1,72750,38000,n/a,ZNY,75160,71930
194,AAL518_094,351,44920,48420,290,44916,48420,0,417.7,154.933,597.1,212.666,35000,10600,Q,B763,JFK,OVR,MIA,-1,0,417.358,155.591,596.342,213.784,35000,10750,-1,-1,99900,n/a,ZJX,47820,45000
195,AAL530_971,363,77330,80950,296,77328,80952,0,418.333,127.8,599.167,238.233,41000,8966,Q,B772,JFK,OVR,MIA,-1,0,418.035,128.136,598.493,238.866,41000,9237,-1,-1,99900,n/a,ZJX,80350,77380
196,AAL532_092,173,2500,4220,145,2492,4220,0,316.633,252.667,514.6,355.267,34000,7200,Q,B738,BWI,UNK,TJSJ,-1,0,315.97,252.94,514.167,355.867,34000,7475,-1,-1,99900,n/a,ZDC,3620,2500
197,AAL535_146,362,79650,83260,303,79644,83268,0,410.2,125.85,613,234.55,37000,35000,Q,B752,BOS,OVR,MIA,-1,0,409.514,126.142,612.273,235.299,37000,35176,83160,-1,99900,n/a,ZJX,82660,79760
198,AAL545_184,273,62820,65540,226,62820,65544,0,299,102.233,561.6,315.433,38000,24300,Q,B738,MIA,OVR,PHL,-1,0,297.95,102.619,561.167,316.19,38000,24600,-1,63420,36000,n/a,ZNY,64940,62840
199,AAL547_187,196,49950,51900,162,49944,51900,0,274.75,68.6,544,504.7,37000,8450,Q,B738,DFW,DEP,BWI,-1,0,274.174,69.708,543.704,504.9,37000,8746,-1,51030,36000,n/a,ZDC,51300,50100
200,AAL555_681,188,40230,42100,158,40224,42108,0,251.901,55.7,436.8,408.633,32000,2250,Q,MD82,DFW,DEP,RIC,-1,0,251.399,56.619,436.706,408.999,32000,2511,-1,41730,32000,n/a,ZDC,41500,40230
201,AAL56_337,255,900,3440,213,896,3440,0,428.5,234.633,503.9,225.633,35000,33000,Q,B772,EGLL,UNK,MIA,-1,0,427.533,234.903,502.858,226.773,35000,33031,-1,1040,35000,n/a,ZDC,2840,900
202,AAL577_764,320,56870,60060,263,56868,60060,0,349,105.3,597.967,301.2,41000,28083,Q,B772,MIA,OVR,JFK,-1,0,348.246,105.767,597.827,302.692,41000,28369,-1,57410,40000,n/a,ZNY,59460,57200
203,AAL592_910,397,80520,84480,323,80520,84480,0,403,123.6,619.9,228.7,39000,5100,Q,B752,LGA,OVR,MIA,-1,0,402.55,123.9,619.45,229.625,39000,5267,82920,-1,99900,n/a,ZJX,83880,80670
204,AAL609_286,186,77750,79600,155,77748,79608,0,253.184,57.366,571.434,526.8,36000,11066,Q,B738,ORD,DEP,DCA,-1,0,252.437,58.042,571.001,526.978,36000,11389,-1,78820,36000,n/a,ZDC,79000,77850
205,AAL611_325,278,74750,77520,231,74748,77520,0,316.483,93.6,576.25,352.3,36000,34000,Q,B752,MROC,UNK,JFK,-1,0,315.963,93.8,575.906,353.208,36000,34000,-1,77420,36000,n/a,ZNY,76920,74760
206,AAL613_231,92,1360,2270,77,1352,2276,0,254.033,216.35,283.999,167.45,38000,38000,Q,B763,MIA,OVR,JFK,-1,0,253.512,216.654,283.127,168.411,38000,38000,-1,-1,99900,n/a,ZDC,1670,1360
207,AAL613_748,290,83490,86380,241,83484,86388,0,435.101,232.934,606.253,322,36000,10550,Q,B763,MIA,OVR,JFK,-1,0,434.85,233.818,605.497,322.519,36000,10837,-1,84200,34000,n/a,ZNY,86380,83500
208,AAL616_844,140,80850,82240,116,80844,82248,0,182.367,87.801,334.267,218.401,37000,7800,Q,B738,RDU,ARR,MIA,-1,0,181.923,88.28,333.99,219.175,37000,7845,81940,-1,99900,n/a,ZJX,81640,81320
209,AAL622_577,363,63440,67060,299,63432,67068,0,414.067,221.633,589.634,184.367,37000,11000,Q,B752,JFK,UNK,MROC,-1,0,413.749,221.87,589.15,185.202,37000,11000,-1,-1,99900,n/a,ZJX,66460,63480
210,AAL630_336,395,63680,67620,320,63672,67620,0,415,125.567,591.8,186.101,33000,11000,Q,MD82,JFK,OVR,MCO,-1,0,414.6,125.982,591.067,186.624,33000,11000,-1,-1,99900,n/a,ZJX,67000,64220
211,AAL646_304,384,5090,8920,317,5084,8924,0,217.967,178.9,618.367,171.5,35000,34733,Q,B738,CYYZ,UNK,MIA,-1,0,217.869,178.941,617.353,172.358,35000,34802,8880,-1,99900,n/a,ZJX,8320,5140
212,AAL648_029,89,55580,56460,74,55572,56460,0,445.4,395.1,281.9,185.635,38000,38000,Q,B752,JFK,UNK,TJSJ,-1,0,445.07,396.008,281.008,186.912,38000,38000,-1,-1,99900,n/a,n/a,0,0
213,AAL649_374,207,50990,53050,172,50988,53052,0,132.3,92.967,592.55,347.568,38083,38000,Q,B738,MIA,UNK,CYYZ,-1,0,132.096,93.238,591.404,348.921,38030,38000,-1,-1,99900,n/a,ZOB,52450,51020
214,AAL652_041,170,57030,58720,137,57024,58728,0,258,96.485,431.07,342.892,31650,2000,Q,MD82,RIC,ARR,DFW,-1,0,257.786,97.47,430.702,343.431,31478,2004,-1,-1,99900,n/a,ZTL,58120,57040
215,AAL656_123,185,73040,74880,154,73032,74880,0,250.3,29.367,526.2,457.6,33000,8000,Q,MD83,DCA,ARR,DFW,-1,0,249.542,30.337,526.175,457.737,33000,8000,-1,-1,99900,n/a,ZID,74280,73310
216,AAL672_619,406,1280,5330,323,1280,5336,0,425.399,207,635.299,164.3,37100,24400,Q,B752,BOS,OVR,MIA,-1,0,424.584,207.25,634.582,165.95,37050,24671,4940,-1,99900,n/a,ZJX,4730,1320
217,AAL677_335,195,62260,64200,163,62256,64200,0,306.037,101.8,392.24,328.7,32000,5766,Q,MD83,DFW,DEP,ORF,-1,0,305.609,102.775,391.685,329.025,32000,6233,-1,63400,32000,n/a,ZDC,63600,62320
218,AAL682_674,191,77790,79690,159,77784,79692,0,305.433,103.65,395.783,319.6,33000,3650,Q,MD83,ORF,ARR,DFW,-1,0,305.069,104.633,395.215,319.703,33000,3881,-1,-1,99900,n/a,ZTL,79090,77810
219,AAL690_526,144,8570,10000,120,8564,10004,0,217.767,185.633,346.934,192.6,31000,2566,Q,B738,RDU,ARR,MIA,-1,0,217.522,185.99,346.549,193.581,30932,2813,-1,-1,99900,n/a,ZJX,9390,8600
220,AAL692_254,424,60950,65180,353,60948,65184,0,380.767,209.133,630.8,178.783,39000,5666,Q,B752,EWR,OVR,MIA,-1,0,380.481,209.298,630.172,179.605,39000,5780,63570,61510,39000,n/a,ZJX,64580,60960
221,AAL695_764,225,74060,76300,183,74052,76308,0,294.667,53.333,591.467,501.733,32000,28100,Q,MD82,AUS,OVR,JFK,-1,0,293.659,54.087,591.066,501.844,32000,28272,-1,74190,30000,n/a,ZNY,75700,74070
222,AAL705_159,249,38660,41140,209,38652,41148,0,294.034,60.234,575.068,410.367,30000,30000,Q,MD83,DFW,OVR,LGA,-1,0,293.366,61.203,574.656,410.719,30000,30000,-1,-1,99900,n/a,ZNY,40540,38700
223,AAL707_276,217,42300,44460,180,42300,44460,0,293.3,67.5,587.8,511,32500,31500,Q,MD82,DFW,OVR,LGA,-1,0,292.325,68.558,587.567,511.258,32300,31608,-1,42370,32000,n/a,ZNY,43860,42380
224,AAL709_515,264,45710,48340,220,45708,48348,0,305.751,62.833,582.901,411.433,32000,32000,Q,MD82,DFW,OVR,LGA,-1,0,305.142,63.326,582.461,411.588,32000,32000,-1,-1,99900,n/a,ZNY,47740,45720
225,AAL713_403,262,50680,53290,217,50676,53292,0,303.566,68.183,581.233,413.183,34000,32000,Q,MD82,DFW,OVR,LGA,-1,0,302.718,69.119,580.716,413.57,34000,32000,-1,50980,34000,n/a,ZNY,52690,50690
226,AAL721_229,209,54830,56910,173,54828,56916,0,286.184,62.751,587.401,504.75,32000,32000,Q,MD82,DFW,OVR,LGA,-1,0,285.246,63.657,586.695,504.984,32000,32000,-1,-1,99900,n/a,ZDC,56310,54830
227,AAL731_627,209,57720,59800,175,57720,59808,0,273.4,55.433,586.6,502.1,34000,32000,Q,MD82,DFW,OVR,LGA,-1,0,272.792,56.188,586.108,502.256,34000,32000,-1,59540,34000,n/a,ZNY,59200,57740
228,AAL734_769,353,71610,75130,292,71604,75132,0,267.983,172.967,510.217,141.75,37000,3333,Q,B738,DCA,ARR,MIA,-1,0,267.903,173.285,509.821,142.899,37000,3460,-1,-1,99900,n/a,ZJX,74530,71730
229,AAL735_631,335,80570,83910,278,80568,83916,0,289.6,194.75,535.035,180.951,36000,1350,Q,B738,MIA,DEP,DCA,-1,0,289.516,194.877,534.652,182.016,36000,1630,-1,82240,36000,n/a,ZDC,83310,80660
230,AAL739_301,203,60480,62500,168,60480,62508,0,269.3,61.765,577.2,502.333,38000,36000,Q,B738,DFW,OVR,LGA,-1,0,268.5,62.591,576.592,502.467,38000,36000,-1,61380,38000,n/a,ZDC,61900,60480
231,AAL743_846,236,65220,67570,196,65220,67572,0,304.4,56.6,597.7,502.767,32000,32000,Q,MD82,DFW,OVR,LGA,-1,0,303.6,57.575,597.25,503.092,32000,32000,-1,-1,99900,n/a,ZNY,66970,65310
232,AAL745_165,262,66530,69140,218,66528,69144,0,312.3,46.367,602.55,500.4,32000,30033,Q,MD82,DFW,OVR,LGA,-1,0,311.679,47.287,602.194,500.563,32000,30148,-1,66780,32000,n/a,ZNY,68540,66950
233,AAL74_015,137,29960,31320,113,29952,31320,0,242,93.233,556.333,534.85,38000,4000,Q,B738,IAD,ARR,LAX,-1,0,241.358,94.25,556.168,535.093,38000,4000,30100,-1,99900,n/a,ZDC,30720,29960
234,AAL753_354,249,70580,73060,209,70572,73068,0,318.301,61.033,614.767,503.1,32000,28333,Q,MD82,DFW,OVR,LGA,-1,0,317.575,61.849,614.447,503.275,32000,28506,-1,70770,32000,n/a,ZNY,72460,70920
1,AAL1011_051,328,71910,75180,267,71904,75180,0,296.967,223.1,537.252,172.6,38000,1550,Q,B738,MIA,DEP,BWI,-1,0,296.596,223.533,536.805,173.8,38000,1712,-1,73700,38000,n/a,ZDC,74580,72230
2,AAL1012_724,323,12140,15360,269,12140,15368,0,267.483,205.4,515.969,166.2,37000,1466,Q,B738,DCA,ARR,MIA,-1,0,267.332,205.558,515.634,166.975,37000,1546,14030,-1,99900,n/a,ZJX,14760,12230
3,AAL1019_998,214,71400,73530,177,71400,73536,0,275.3,51.6,573.6,501.45,32000,25700,Q,MD83,DFW,OVR,PHL,-1,0,274.383,52.439,573.033,501.569,32000,25967,-1,71960,32000,n/a,ZNY,72930,71460
4,AAL1022_503,128,56820,58090,105,56820,58092,0,175.85,98.1,350.984,249.3,28200,6866,Q,B738,RDU,ARR,MIA,-1,0,175.693,98.475,350.216,250.342,27808,7070,57170,-1,99900,n/a,ZJX,57490,56900
5,AAL1039_092,203,44250,46270,165,44244,46272,0,262.451,64.983,556.067,523.733,38000,4650,Q,B738,ORD,DEP,DCA,-1,0,262.084,65.822,555.495,523.933,38000,5021,-1,45660,38000,n/a,ZDC,45670,44420
6,AAL1042_173,422,74640,78850,348,74640,78852,0,363.8,210.4,568.283,150.1,35000,7000,Q,B738,PHL,OVR,MIA,-1,0,363.652,210.642,568.235,151.292,35000,7000,76480,-1,99900,n/a,ZJX,78250,74700
7,AAL1054_212,301,47840,50840,251,47832,50844,0,268.366,121.367,510.901,190,37000,3066,Q,B738,DCA,ARR,MIA,-1,0,268.264,121.696,510.494,190.855,37000,3265,49570,-1,99900,n/a,ZJX,50240,48240
8,AAL1062_325,183,66520,68340,153,66516,68340,0,245.3,36.733,529.6,454.2,33000,8000,Q,MD82,DCA,ARR,DFW,-1,0,244.258,37.753,529.238,454.47,33000,8000,67110,-1,99900,n/a,ZID,67740,66650
9,AAL1068_378,303,53640,56660,250,53640,56664,0,267.584,115,512.169,196.8,35000,2500,Q,B738,DCA,ARR,MIA,-1,0,267.526,115.483,511.702,197.633,35000,2502,55340,-1,99900,n/a,ZJX,56060,54090
10,AAL1070_267,325,76760,80000,270,76752,80004,0,279.85,207.467,512,167.301,37200,2666,Q,B738,DCA,ARR,MIA,-1,0,279.533,207.656,511.564,168.189,37166,2794,78660,77680,37100,n/a,ZDC,79400,76760
11,AAL1076_936,115,75870,77010,95,75864,77016,0,239.9,109.6,564.75,526.3,29150,8800,Q,MD83,DCA,ARR,STL,-1,0,239.144,110.463,564.393,526.343,29105,9009,76180,-1,99900,n/a,ZOB,76410,76010
12,AAL1079_088,76,84890,85640,64,84888,85644,0,169.85,94.033,360.167,342.2,28900,6500,Q,MD83,DFW,DEP,RDU,-1,0,169.516,94.89,359.988,342.229,28680,6896,-1,85640,28900,n/a,ZDC,85050,84900
13,AAL1083_090,185,40040,41880,154,40032,41880,0,233.802,38.9,522.267,505.7,34000,6400,Q,MD82,DFW,DEP,IAD,-1,0,233.448,39.958,522.193,505.717,34000,6681,-1,40980,34000,n/a,ZDC,41280,40160
14,AAL1087_473,197,55180,57140,164,55176,57144,0,259.034,51.499,531.7,501.3,32000,6766,Q,MD83,DFW,DEP,DCA,-1,0,258.41,52.422,531.585,501.491,32000,7139,-1,56220,32000,n/a,ZDC,56530,55180
15,AAL1091_222,190,65010,66900,158,65004,66900,0,259.753,58.6,529.767,495.7,32000,5900,Q,MD82,DFW,DEP,DCA,-1,0,259.243,59.725,529.622,496.1,32000,6319,-1,66110,32000,n/a,ZDC,66300,65030
16,AAL1095_884,222,78950,81160,185,78948,81168,0,283.767,58.167,585.667,502.6,32083,32000,Q,MD82,DFW,OVR,EWR,-1,0,282.611,58.944,585.034,502.746,32032,32000,-1,-1,99900,n/a,ZNY,80560,79050
17,AAL1105_687,119,85200,86380,98,85200,86388,0,262.9,161.867,529.7,519.6,29900,4000,Q,MD82,DFW,DEP,DCA,-1,0,262.467,162.609,529.294,519.644,29744,4458,-1,86380,29900,n/a,ZDC,86380,85240
18,AAL1107_268,338,61470,64840,282,61464,64848,0,286.567,212.933,533.1,162.7,36000,1600,Q,B738,MIA,DEP,DCA,-1,0,286.464,213.249,532.774,163.553,36000,1754,-1,63080,36000,n/a,ZDC,64230,61820
19,AAL1114_013,378,41450,45220,312,41448,45228,0,380.9,118.517,597.834,203.7,37000,9033,Q,B752,LGA,OVR,MIA,-1,0,380.47,118.983,597.402,204.923,37000,9202,44500,-1,99900,n/a,ZJX,44970,41730
20,AAL1117_597,197,82080,84040,149,82080,84048,0,262,62.333,531,503.5,32000,3600,Q,MD83,DFW,DEP,DCA,-1,0,261.733,63.067,530.813,503.614,32000,4033,-1,83140,32000,n/a,ZDC,83440,82170
21,AAL1124_020,382,56550,60360,315,56544,60360,0,400.8,209.95,618.2,183.653,35000,7000,Q,B752,LGA,OVR,MIA,-1,0,400.267,210.156,617.75,184.733,35000,7000,-1,-1,99900,n/a,ZDC,59760,56550
22,AAL1133_140,212,51440,53550,175,51432,53556,0,310.467,91.299,605.967,517.4,38000,36000,Q,B752,DFW,OVR,BOS,-1,0,309.401,92.128,605.472,517.664,38000,36000,-1,52940,38000,n/a,ZNY,52950,51470
23,AAL1136_752,125,85140,86380,105,85140,86388,0,218.9,195.1,303.2,153.9,37000,37000,Q,B738,DCA,ARR,MIA,-1,0,218.633,195.291,302.149,155.008,37000,37000,-1,-1,99900,n/a,ZJX,86380,85250
24,AAL1147_590,182,63380,65190,151,63372,65196,0,248.701,54.5,430.3,393.8,32000,6200,Q,MD82,DFW,DEP,RIC,-1,0,248.29,55.278,430.221,394,32000,6458,-1,64540,32000,n/a,ZDC,64590,63390
25,AAL1165_219,465,36520,41160,386,36516,41160,0,497.4,228,618.602,171.2,34000,11666,Q,B752,MIA,OVR,JFK,-1,0,497.209,228.475,617.789,172.492,34000,11813,-1,37450,34000,n/a,ZNY,40560,36570
26,AAL1167_965,199,60480,62460,165,60480,62460,0,274.6,68,580.2,504.6,32100,31600,Q,MD82,DFW,OVR,EWR,-1,0,274.125,69.125,579.85,504.758,32098,31725,-1,60540,32000,n/a,ZNY,61860,60510
27,AAL1176_129,332,13130,16440,277,13124,16448,0,286.534,198.85,528.735,154.451,37000,3433,Q,B738,BWI,ARR,MIA,-1,0,286.514,199.043,528.21,155.395,37000,3516,-1,-1,99900,n/a,ZJX,15840,13430
28,AAL1180_600,181,76220,78020,151,76212,78024,0,258.9,93.032,434.093,331.998,29500,2133,Q,MD82,RIC,ARR,DFW,-1,0,258.735,94.036,433.699,332.892,29434,2204,-1,-1,99900,n/a,ZTL,77420,76280
29,AAL1181_256,256,61350,63900,211,61344,63900,0,335.45,73.5,616.85,507.7,32000,30000,Q,MD83,DFW,OVR,BOS,-1,0,334.768,74.717,616.41,508.025,32000,30000,-1,62840,32000,n/a,ZNY,63300,61920
30,AAL1187_052,223,84160,86380,184,84156,86388,0,302.89,82.166,399.703,310.6,34000,2433,Q,MD83,DFW,DEP,ORF,-1,0,302.047,83.162,399.48,310.795,34000,2973,-1,85490,34000,n/a,ZDC,85800,84170
31,AAL1190_545,188,710,2580,156,704,2588,0,413.966,335.4,589.833,389.5,37000,11000,Q,B752,JFK,UNK,MKJS,-1,0,413.746,335.527,589.347,390.427,37000,11004,-1,-1,99900,n/a,ZDC,1980,710
32,AAL1193_133,264,62730,65360,220,62724,65364,0,304.2,103.367,562.15,317.634,36000,35300,Q,B752,MKJS,UNK,JFK,-1,0,303.525,103.777,561.62,318.432,36000,35472,-1,62790,36000,n/a,ZNY,64760,62750
33,AAL1194_669,417,13150,17310,344,13148,17316,0,415.55,231.067,634.2,131.5,35000,24250,Q,B738,BDL,OVR,MIA,-1,0,415.012,231.43,633.37,132.537,35000,24462,-1,-1,99900,n/a,ZJX,16710,13430
34,AAL1204_446,103,78560,79580,86,78552,79584,0,176.067,96.2,346.569,272.5,27500,7433,Q,MD83,RDU,ARR,DFW,-1,0,175.933,97.208,346.146,272.967,27414,7544,78830,-1,99900,n/a,ZJX,78980,78580
35,AAL1224_30T,192,79650,81560,157,79644,81564,0,255.95,53.867,527.75,495.7,32000,9100,Q,MD82,DFW,DEP,DCA,-1,0,255.535,54.7,527.348,495.921,32000,9374,-1,80940,32000,n/a,ZDC,80960,79710
36,AAL1226_806,433,4400,8720,356,4400,8720,0,409.8,209.8,632.2,182.4,39000,4000,Q,B752,LGA,OVR,MIA,-1,0,409.167,209.925,631.692,183.225,39000,4150,7080,-1,99900,n/a,ZJX,8120,4510
37,AAL1241_300,244,39450,41880,200,39444,41880,0,316.75,56.9,606.1,499.6,34000,34000,Q,B752,DFW,OVR,BOS,-1,0,316.144,58.025,605.715,499.675,34000,34000,-1,-1,99900,n/a,ZNY,41280,39810
38,AAL1249_464,180,61700,63490,149,61692,63492,0,261.832,62.734,545.767,526.933,34500,4966,Q,MD83,STL,DEP,DCA,-1,0,261.323,63.804,545.595,527.098,34167,5475,63440,62830,34000,n/a,ZDC,62890,62010
39,AAL1256_307,425,47940,52180,349,47940,52188,0,386.6,84.5,606.731,178.7,37100,7933,Q,B752,LGA,OVR,MIA,-1,0,386.353,85.542,606.174,180.325,37100,8022,50950,-1,99900,n/a,ZJX,51840,48390
40,AAL1257_143,178,67060,68830,147,67056,68832,0,255.334,75.483,546.367,526.85,34000,9000,Q,B738,ORD,DEP,DCA,-1,0,254.722,76.375,545.869,527.077,34000,9396,-1,68200,34000,n/a,ZDC,68230,67230
41,AAL1261_395,249,880,3360,206,872,3368,0,287.4,216.167,477.401,173.6,40000,26266,Q,B738,MIA,DEP,DCA,-1,0,287.398,216.444,476.608,174.383,40000,26599,-1,1480,40000,n/a,ZDC,2760,880
42,AAL1264_701,456,7300,11850,377,7292,11852,0,410.9,207.1,632.784,157.5,41000,4533,Q,B752,LGA,OVR,MIA,-1,0,410.381,207.234,632.264,158.281,41000,4670,9930,-1,99900,n/a,ZJX,11250,7450
43,AAL1268_913,298,62100,65070,248,62100,65076,0,268.4,210.5,517.451,185.3,39000,950,Q,B738,DCA,ARR,MIA,-1,0,268.337,210.7,517.144,186.725,39000,1050,63780,-1,99900,n/a,ZJX,64470,62130
44,AAL1269_346,322,41200,44410,267,41196,44412,0,284.8,158.767,534.3,226.1,36000,1833,Q,B738,MIA,DEP,DCA,-1,0,284.713,159.511,533.889,227.017,36000,2170,-1,42620,36000,n/a,ZDC,43810,41610
45,AAL1277_765,193,62490,64410,160,62484,64416,0,266.151,65.75,544.3,504.2,32000,11850,Q,MD82,DFW,DEP,BWI,-1,0,265.463,66.628,544.268,504.366,32000,12172,-1,63630,32000,n/a,ZDC,63810,62540
46,AAL1281_371,255,4420,6960,213,4412,6968,0,320.835,50.934,607.634,501.233,30000,27433,Q,MD83,DFW,OVR,BOS,-1,0,320.122,51.789,607.234,501.414,30000,27547,6660,-1,99900,n/a,ZNY,6360,4620
47,AAL1281_857,223,78150,80370,186,78144,80376,0,298.6,66.75,594.35,504.45,30000,28000,Q,MD83,DFW,OVR,BOS,-1,0,297.913,67.631,593.95,504.591,30000,28000,-1,80160,30000,n/a,ZNY,79770,78290
48,AAL1286_598,182,4070,5880,153,4064,5888,0,246.201,46.15,466.533,447.167,29000,2266,Q,MD82,RIC,ARR,DFW,-1,0,245.675,47.178,466.42,447.175,29000,2416,4980,-1,99900,n/a,ZID,5280,4250
49,AAL1289_573,222,58120,60330,185,58116,60336,0,282.666,50.7,585.1,501.2,32000,23600,Q,MD83,DFW,OVR,PHL,-1,0,281.843,51.592,584.826,501.369,32000,23769,-1,58560,32000,n/a,ZNY,59730,58130
50,AAL1293_629,121,39750,40950,101,39744,40956,0,184.9,145.15,337.405,208.4,35950,4200,Q,B738,MIA,DEP,RDU,-1,0,184.707,145.528,337.055,209.338,35821,4502,-1,40950,35950,n/a,ZDC,40350,39770
51,AAL1308_084,192,62670,64580,160,62664,64584,0,244.567,24.05,525.6,450.95,39000,8000,Q,B738,DCA,ARR,DFW,-1,0,243.946,25.156,525.439,451.218,39000,8000,-1,-1,99900,n/a,ZID,63980,63020
52,AAL1309_961,209,58110,60190,173,58104,60192,0,282.701,57.05,544.266,503.1,32000,3550,Q,MD82,DFW,DEP,BWI,-1,0,282.347,58.143,544.147,503.2,32000,3724,-1,59600,32000,n/a,ZDC,59590,58370
53,AAL1310_380,179,49780,51560,148,49776,51564,0,240.1,41.866,517.1,485.833,37000,3933,Q,MD82,IAD,ARR,DFW,-1,0,239.472,43.025,516.872,485.999,37000,3960,50210,-1,99900,n/a,ZID,50960,49960
54,AAL1323_135,225,37610,39850,186,37608,39852,0,285.185,47.716,576.884,503.317,32083,22533,Q,MD82,DFW,OVR,PHL,-1,0,284.227,48.731,576.421,503.44,32030,22698,-1,38190,32000,n/a,ZNY,39250,37680
55,AAL1329_972,183,84560,86380,152,84552,86388,0,301.8,260.5,533.867,353.9,38000,1933,Q,B738,MIA,DEP,DCA,-1,0,301.4,260.929,533.495,354.7,38000,2174,-1,86170,38000,n/a,ZDC,86380,84570
56,AAL1333_044,233,6680,9000,191,6680,9008,0,308.9,65.434,600.3,505.567,30100,29900,Q,MD83,DFW,OVR,BOS,-1,0,308.333,66.237,600.058,505.77,30100,29901,-1,7540,30000,n/a,ZNY,8400,6770
57,AAL1349_547,234,75590,77920,191,75588,77928,0,285.466,56.366,544.167,504.167,28000,1850,Q,MD83,DFW,DEP,BWI,-1,0,285.239,57.149,543.911,504.181,28000,2081,-1,76730,28000,n/a,ZDC,77320,75930
58,AAL1353_417,281,67950,70750,233,67944,70752,0,323.249,114.4,578.099,334.683,38000,32950,Q,B752,MIA,OVR,EWR,-1,0,322.404,114.792,577.497,336.028,38000,33149,-1,68180,38000,n/a,ZNY,70150,68090
59,AAL1356_279,183,65200,67020,152,65196,67020,0,234.9,37.167,532.8,494.3,31000,6500,Q,MD82,IAD,ARR,DFW,-1,0,234.117,38.259,532.606,494.439,31000,6675,65800,-1,99900,n/a,ZID,66420,65420
60,AAL1360_222,185,51650,53490,152,51648,53496,0,249.101,29.916,526.366,451.966,35000,8000,Q,MD83,DCA,ARR,DFW,-1,0,248.478,30.877,526.283,452.305,35000,8000,52690,-1,99900,n/a,ZID,52890,51980
61,AAL1376_414,319,80440,83620,264,80436,83628,0,267.983,193.4,509.901,153.566,37000,3333,Q,B738,DCA,ARR,MIA,-1,0,267.928,193.806,509.34,154.557,37000,3531,82300,-1,99900,n/a,ZJX,83020,80680
62,AAL1382_355,436,6910,11260,362,6908,11264,0,389.3,209.633,633.5,166.817,39000,3000,Q,B752,EWR,OVR,MIA,-1,0,388.901,209.778,633.011,167.84,39000,3071,9560,-1,99900,n/a,ZJX,10660,7100
63,AAL1409_847,177,40740,42500,148,40740,42504,0,129,82.8,590.1,376.567,36000,36000,Q,B738,MIA,UNK,CYYZ,-1,0,128.809,82.901,588.7,377.479,36000,36000,-1,-1,99900,n/a,ZOB,41900,40770
64,AAL1412_674,412,8830,12940,341,8828,12944,0,419.4,215.6,599.801,134.9,37000,11000,Q,B752,JFK,OVR,MIA,-1,0,418.985,215.753,599.054,135.685,37000,11000,-1,-1,99900,n/a,ZJX,12340,9140
65,AAL1416_823,326,68210,71460,272,68208,71460,0,427.667,358,598.3,248.449,36000,8900,Q,B752,JFK,UNK,TJSJ,-1,0,427.083,358.289,597.742,249.787,36000,9292,-1,-1,99900,n/a,ZNY,70860,68610
66,AAL1435_257,217,42690,44850,180,42684,44856,0,287.6,63.65,584.75,503.8,32000,23850,Q,MD82,DFW,OVR,PHL,-1,0,286.842,64.529,584.452,503.953,32000,24012,-1,43180,32000,n/a,ZNY,44250,42700
67,AAL1442_851,116,80690,81840,94,80688,81840,0,247,121.233,568.517,526.1,34933,8000,Q,B738,DCA,ARR,ORD,-1,0,246.1,121.967,567.877,526.158,34702,8167,80960,-1,99900,n/a,ZOB,81240,80730
68,AAL1445_499,198,73240,75210,165,73236,75216,0,262.301,54.65,530.2,501.95,32000,3833,Q,MD82,DFW,DEP,DCA,-1,0,261.877,55.492,530.017,502.128,32000,4137,-1,74460,32000,n/a,ZDC,74610,73300
