#AC_NUM,ACID,TRACK_CNT,ST_TIME,END_TIME,ORIG_TRACK_CNT,ORIG_ST_TIME,ORIG_END_TIME,TRACK_QSTAT,MAX_X,MIN_X,MAX_Y,MIN_Y,MAX_Z,MIN_Z,AC_EQUIP,AC_TYPE,DEST_FIX,FLIGHT_TYPE,ORIGIN_FIX,PRM_ID,GAP_VALUE,MAX_X_SMO,MIN_X_SMO,MAX_Y_SMO,MIN_Y_SMO,MAX_Z_SMO,MIN_Z_SMO,TOD_TIME,TOC_TIME,TOC_ALT,END_CENTER,START_CENTER,END_CENTER_TIME,START_CENTER_TIME
2032,DAL1431_006,182,57230,59040,140,57228,59040,0,261.9,61.4,530.367,505.3,32000,4316,Q,MD88,MEM,DEP,DCA,-1,0,261.472,62.575,530.261,505.425,32000,4844,58770,58430,32000,n/a,ZDC,58440,57230
2033,DAL1436_774,105,85340,86380,89,85332,86388,0,249.534,120.165,578.499,556.8,31000,11000,Q,A320,BWI,ARR,DTW,-1,0,248.968,121.157,578.316,556.805,31000,11000,85780,-1,99900,n/a,ZOB,85920,85540
2034,DAL1437_177,106,76420,77470,87,76416,77472,0,265.769,159.483,592.583,545.932,32000,13766,Q,A320,DTW,DEP,BWI,-1,0,265.145,160.394,592.028,546.279,32000,14077,-1,77230,32000,n/a,ZDC,76870,76530
2035,DAL1438_594,225,8680,10920,175,8672,10928,0,265.671,79.9,511.272,333.466,41000,2733,Q,B738,DCA,ARR,ATL,-1,0,265.285,80.931,510.597,334.091,41000,2901,-1,9050,41000,n/a,ZTL,10320,8960
2036,DAL1439_225,215,65300,67440,177,65292,67440,0,264.772,80,531.251,390.4,38000,2133,Q,B738,ATL,DEP,DCA,-1,0,264.435,80.933,530.726,391.2,38000,2296,-1,66720,38000,n/a,ZDC,66840,65740
2037,DAL1442_653,242,67010,69420,200,67008,69420,0,134.5,95.8,587.934,340.1,35083,12000,W,DC95,CLT,OVR,DTW,-1,0,134.461,96.275,586.959,340.967,35030,12167,69020,67260,35000,n/a,ZOB,68820,67020
2038,DAL1458_584,224,76970,79200,184,76968,79200,0,248,73.601,510.3,329.801,31000,4000,Q,MD88,IAD,ARR,ATL,-1,0,247.988,74.827,509.775,330.556,31000,4000,-1,-1,99900,n/a,ZTL,78600,77300
2039,DAL1459_520,249,39660,42140,207,39660,42144,0,315.6,64.166,614.5,522.733,32000,31000,Q,MD88,CVG,OVR,LGA,-1,0,314.958,65.009,614.1,522.791,32000,31142,-1,39760,32000,n/a,ZNY,41530,39840
2040,DAL1464_138,129,51300,52580,108,51300,52584,0,248.1,108.8,585.2,525.8,33000,8000,Q,MD88,DCA,ARR,MSP,-1,0,247.426,109.925,584.55,525.91,33000,8000,-1,-1,99900,n/a,ZOB,51980,51570
2041,DAL1471_918,302,80720,83730,252,80712,83736,0,318.067,110.633,574.233,285.75,30000,30000,Q,MD88,MIA,OVR,JFK,-1,0,317.535,110.744,573.668,286.854,30000,30000,-1,-1,99900,n/a,ZNY,82920,80780
2042,DAL1473_210,100,67590,68580,84,67584,68580,0,272.751,169,589.9,542.649,30000,11000,Q,A319,MSP,DEP,BWI,-1,0,272.101,169.975,589.2,543.009,30000,11337,-1,68400,30000,n/a,ZDC,67980,67680
2043,DAL1478_402,319,5180,8360,261,5180,8360,0,396,30.5,610.7,452.7,27000,27000,Q,A320,BOS,OVR,MEM,-1,0,395.033,31.625,609.867,452.983,27000,27000,-1,-1,99900,n/a,ZID,7760,5390
2044,DAL1486_160,335,41220,44560,278,41220,44568,0,379.401,83.3,596.334,312.7,35000,9900,Q,B752,LGA,OVR,ATL,-1,0,378.818,84.175,595.81,313.158,35000,9980,-1,-1,99900,n/a,ZTL,44350,41270
2045,DAL1489_309,285,54660,57500,236,54660,57504,0,316.8,65.467,590.1,380.367,34000,34000,Q,MD88,ATL,OVR,BDL,-1,0,316.267,66.1,589.708,380.921,34000,34000,-1,-1,99900,n/a,ZNY,56900,54680
2046,DAL1493_336,314,74500,77850,262,74496,77856,0,326.8,103.6,626.6,322.849,38000,38000,Q,A319,PBI,OVR,BDL,-1,0,326.735,104.044,625.917,323.857,38000,38000,-1,-1,99900,n/a,ZNY,77250,74840
2047,DAL1494_788,323,48880,52100,263,48876,52104,0,347.733,81.601,572.768,334.467,37000,4600,Q,B738,PHL,OVR,ATL,-1,0,347.463,82.669,572.456,335.125,37000,4801,50660,-1,99900,n/a,ZTL,51500,49190
2048,DAL1498_250,358,45060,48630,292,45060,48636,0,385.95,95.1,602.45,298.8,35000,9900,Q,MD88,LGA,OVR,FLL,-1,0,385.463,95.667,601.961,299.975,35000,9900,47310,-1,99900,n/a,ZTL,48330,45400
2049,DAL1501_114,275,47940,50680,229,47940,50688,0,313.4,66.733,587.8,381.567,36000,33900,Q,A320,ATL,OVR,BOS,-1,0,312.6,67.598,587.2,382.264,36000,33972,-1,-1,99900,n/a,ZNY,50080,48150
2050,DAL1504_292,259,53760,56340,214,53760,56340,0,167.5,88.9,507.7,225.3,32000,3000,W,DC94,MYR,OVR,DTW,-1,0,167.454,88.939,506.733,225.975,32000,3200,-1,-1,99900,n/a,ZID,55740,54140
2051,DAL150_081,216,53300,55450,177,53292,55452,0,247.5,91.6,512.584,340.167,33000,4733,Q,MD88,IAD,ARR,ATL,-1,0,247.499,92.694,512.099,340.797,33000,4889,54170,-1,99900,n/a,ZTL,54850,53390
2052,DAL1510_255,199,84400,86380,167,84396,86388,0,177.302,94.4,595.9,375.999,35000,8600,Q,A320,RDU,ARR,DTW,-1,0,176.713,94.899,594.786,376.192,35000,8769,-1,-1,99900,n/a,ZOB,86220,84500
2053,DAL1511_483,110,37560,38650,91,37560,38652,0,254.4,157.083,594.083,529.117,40000,14500,Q,B738,DTW,DEP,DCA,-1,0,253.5,157.927,593.478,529.308,40000,14975,-1,38600,40000,n/a,ZDC,38050,37650
2054,DAL151_782,215,59840,61980,176,59832,61980,0,240.966,65.6,518.534,388.7,34000,8433,Q,MD88,ATL,DEP,IAD,-1,0,240.672,66.467,517.716,389.6,34000,8886,-1,61420,34000,n/a,ZDC,61380,59940
2055,DAL1524_233,213,60960,63080,175,60960,63084,0,278.6,96.6,521.401,342.9,35000,6466,Q,MD88,BWI,ARR,ATL,-1,0,278.57,97.6,520.74,343.458,35000,6641,-1,-1,99900,n/a,ZTL,62470,60980
2056,DAL1531_506,205,41190,43230,171,41184,43236,0,261.751,59.9,530.45,501,37300,5900,Q,A319,MEM,DEP,DCA,-1,0,261.343,60.662,530.228,501.246,37107,6413,-1,42490,36000,n/a,ZDC,42630,41320
2057,DAL1536_131,115,53980,55120,96,53976,55128,0,260.834,133.569,583.767,554.968,25133,8666,W,DC95,BWI,ARR,DTW,-1,0,260.228,135.02,583.43,555.239,25082,9018,54410,-1,99900,n/a,ZOB,54510,54020
2058,DAL1537_633,135,68080,69420,112,68076,69420,0,278.035,159.1,597.6,536.798,28000,6800,W,DC93,DTW,DEP,BWI,-1,0,277.547,160.067,596.908,537.291,28000,7013,-1,69130,28000,n/a,ZDC,68820,68140
2059,DAL1538_347,250,4280,6770,205,4280,6776,0,265.6,103.8,523.65,346.1,35500,5050,Q,B738,DCA,ARR,ATL,-1,0,265.446,105.35,523.209,346.983,35267,5179,6530,-1,99900,n/a,ZTL,6170,4330
2060,DAL1539_463,240,75100,77490,199,75096,77496,0,265.836,63.55,529.4,378.85,35950,2066,Q,A320,ATL,DEP,DCA,-1,0,265.545,64.368,529.08,379.52,35841,2164,-1,77490,35950,n/a,ZDC,76890,75410
2061,DAL153_569,280,28550,31340,234,28548,31344,0,315.931,64.767,614.465,386.267,38000,38000,Q,B772,ATL,UNK,LLBG,-1,0,315.142,65.448,613.773,386.868,38000,38000,-1,-1,99900,n/a,ZDC,30740,28550
2062,DAL1541_996,209,38860,40940,175,38856,40944,0,240.402,70.167,525.734,384.433,40000,4600,Q,B738,ATL,DEP,IAD,-1,0,240.05,71.072,525.486,385.209,40000,4740,-1,40140,40000,n/a,ZDC,40340,39120
2063,DAL1547_633,284,42350,45180,236,42348,45180,0,318.017,67.1,590.817,377.3,36000,33483,Q,B752,ATL,OVR,LGA,-1,0,317.112,68.175,590.224,378.042,36000,33702,-1,42400,34000,n/a,ZNY,44580,42380
2064,DAL1561_641,254,69860,72390,211,69852,72396,0,299.701,68,575.8,382.6,36000,23366,Q,B752,ATL,OVR,PHL,-1,0,299.209,68.56,575.549,383.081,35999,23556,-1,70420,36000,n/a,ZNY,71790,69880
2065,DAL1573_265,221,57260,59460,184,57252,59460,0,293.967,59.3,591.633,507.4,32000,32000,Q,MD88,MEM,OVR,LGA,-1,0,293.358,60.417,591.294,507.708,32000,32000,-1,-1,99900,n/a,ZNY,58860,57290
2066,DAL1577_423,131,57230,58530,109,57228,58536,0,177.099,74.683,349.248,258.65,28200,6650,Q,MD88,RDU,ARR,ATL,-1,0,176.864,76.188,348.651,259.627,27584,6861,57770,-1,99900,n/a,ZJX,57930,57420
2067,DAL1584_735,364,61230,64860,291,61224,64860,0,418.4,75.851,626.7,290.451,33000,23800,Q,MD88,BDL,OVR,ATL,-1,0,417.358,76.529,626.175,290.807,33000,23908,64610,-1,99900,n/a,ZTL,64260,61240
2068,DAL1585_091,132,1030,2340,109,1028,2348,0,260.682,207,329.09,169.233,30000,30000,Q,MD88,MCO,OVR,LGA,-1,0,259.874,207.297,327.524,170.113,30000,30000,-1,-1,99900,n/a,ZDC,1760,1030
2069,DAL1585_591,299,83260,86240,247,83256,86244,0,340.033,116.467,593.067,333.834,32000,27833,Q,MD88,MCO,OVR,LGA,-1,0,339.568,116.771,592.572,334.636,32000,27936,-1,83650,32000,n/a,ZNY,85640,83450
2070,DAL1586_912,322,45170,48380,262,45168,48384,0,378.601,81.333,595.534,311.567,37000,10000,Q,B752,LGA,OVR,ATL,-1,0,377.865,82.6,594.877,312.246,37000,10117,47110,-1,99900,n/a,ZTL,48210,45400
2071,DAL1594_137,308,76580,79650,247,76572,79656,0,340.951,80.833,578.051,334,33000,3050,Q,MD88,PHL,OVR,ATL,-1,0,340.581,81.915,577.838,334.606,33000,3147,-1,-1,99900,n/a,ZTL,79050,76910
2072,DAL1597_988,83,73440,74260,68,73440,74268,0,172.6,87.434,343.6,329.167,27933,4600,Q,MD88,ATL,DEP,RDU,-1,0,171.633,88.087,343.389,329.414,27815,5250,-1,74260,27933,n/a,ZDC,73660,73540
2073,DAL1598_461,397,51840,55800,326,51840,55800,0,404.9,209.9,623.3,181.8,35000,4000,Q,A320,LGA,OVR,FLL,-1,0,404.425,210.092,622.675,183.3,35000,4342,54820,-1,99900,n/a,ZDC,55200,51840
2074,DAL15_344,282,56150,58960,234,56148,58968,0,326.167,64.467,595.967,379.8,38000,38000,Q,B772,ATL,UNK,EDDF,-1,0,325.444,65.273,595.338,380.466,38000,38000,-1,-1,99900,n/a,ZNY,58360,56570
2075,DAL1600_877,324,44540,47770,263,44532,47772,0,417.566,84.033,628.417,335.9,37000,30100,Q,B738,BOS,OVR,ATL,-1,0,416.525,84.764,627.51,336.275,37000,30592,47550,-1,99900,n/a,ZTL,47170,44740
2076,DAL1601_159,268,72750,75420,220,72744,75420,0,304.6,63.8,582,379.2,32100,31900,Q,MD88,ATL,OVR,BOS,-1,0,303.715,64.983,581.416,380.242,32006,31944,-1,-1,99900,n/a,ZNY,74820,73010
2077,DAL1614_335,366,66560,70210,299,66552,70212,0,420.984,227.133,597.467,181.167,31000,10133,Q,MD88,JFK,OVR,FLL,-1,0,420.404,227.207,596.941,181.795,31000,10324,-1,-1,99900,n/a,ZJX,69610,66570
2078,DAL1624_422,213,82740,84860,177,82740,84864,0,265.901,34.9,560.2,440.3,33000,8366,Q,MD88,BWI,ARR,ATL,-1,0,265.196,36.15,559.959,440.742,33000,8553,-1,-1,99900,n/a,ZID,84260,82980
2079,DAL1625_341,221,37780,39980,184,37776,39984,0,289.664,78.268,514.998,391.101,36000,13900,Q,MD88,ATL,DEP,BWI,-1,0,288.971,79.18,514.487,391.889,36000,13932,-1,39250,36000,n/a,ZDC,39380,38200
2080,DAL1631_588,188,77960,79830,157,77952,79836,0,256.532,66.25,530.233,502.6,35100,9866,Q,A319,MEM,DEP,DCA,-1,0,255.889,67.128,530.132,502.86,35067,10172,-1,79170,34000,n/a,ZDC,79230,78360
2081,DAL1634_602,303,56810,59830,251,56808,59832,0,332.05,63.183,593.216,378.733,38000,30516,Q,B752,ATL,OVR,JFK,-1,0,330.98,64.009,592.57,379.366,38000,30901,-1,57150,38000,n/a,ZNY,59230,57050
2082,DAL1636_213,147,9130,10590,122,9128,10592,0,269.835,99.453,592.124,555.6,25000,8750,W,DC94,BWI,ARR,DTW,-1,0,269.033,102.006,591.847,555.694,25000,8982,9660,-1,99900,n/a,ZOB,9990,9640
2083,DAL1638_505,233,980,3300,187,980,3308,0,265.766,96,521.134,331.9,36500,6733,Q,B752,DCA,ARR,ATL,-1,0,265.564,96.633,520.752,332.442,36250,6890,2210,-1,99900,n/a,ZTL,2700,1070
2084,DAL1639_140,223,65780,68000,181,65772,68004,0,265.503,76.5,530.7,389.7,36000,2000,Q,A319,ATL,DEP,DCA,-1,0,265.287,77.476,530.249,390.488,36000,2165,-1,67040,36000,n/a,ZDC,67400,66210
2085,DAL1658_650,297,69340,72300,233,69336,72300,0,324.504,108.9,578.969,316.4,34416,31833,Q,A320,MCO,OVR,LGA,-1,0,323.823,109.425,578.498,318.158,34153,31892,69900,69580,34000,n/a,ZNY,71700,69350
2086,DAL1663_294,124,82550,83780,102,82548,83784,0,262.901,174.367,585.433,526.115,29700,3500,Q,MD88,MSP,DEP,DCA,-1,0,262.462,175.316,585.073,526.64,29700,3935,-1,82930,17000,n/a,ZDC,83310,82700
2087,DAL1678_993,97,74600,75560,82,74592,75564,0,178.834,96.233,350.668,298.667,22533,4766,Q,MD88,RDU,ARR,ATL,-1,0,178.346,97.413,350.089,298.847,22178,4956,75270,-1,99900,n/a,ZTL,74960,74610
2088,DAL1682_840,349,100,3580,286,92,3584,0,437.134,192.466,635.401,261.5,35000,19033,Q,A319,BDL,OVR,PBI,-1,0,436.482,193.193,634.485,262.295,35000,19209,3360,-1,99900,n/a,ZDC,2980,100
2089,DAL1685_514,189,83560,85440,158,83556,85440,0,249.776,56.6,443.652,390.1,36000,2333,Q,MD88,ATL,DEP,RIC,-1,0,249.19,57.217,443.422,390.508,36000,2691,-1,84930,36000,n/a,ZDC,84840,83620
2090,DAL1686_434,297,49220,52180,245,49212,52188,0,368.067,89.6,585.867,314.5,37000,12766,Q,B752,LGA,OVR,ATL,-1,0,367.551,90.457,585.342,314.938,37000,12825,51360,-1,99900,n/a,ZTL,52140,49280
2091,DAL1690_033,123,60110,61330,99,60108,61332,0,175.083,73.267,344.3,256.35,29000,8000,Q,MD88,RDU,ARR,ATL,-1,0,174.905,74.509,343.726,257.056,29000,8017,61080,-1,99900,n/a,ZJX,60730,60290
2092,DAL1694_417,300,44990,47980,248,44988,47988,0,338.001,86.15,575.434,333.05,37000,3733,Q,B738,PHL,OVR,ATL,-1,0,337.737,87.271,575.002,333.79,37000,3810,-1,-1,99900,n/a,ZTL,47380,45170
2093,DAL1696_773,349,51510,54990,284,51504,54996,0,409.452,85.85,617.001,298.9,35000,22600,Q,MD88,BDL,OVR,ATL,-1,0,408.7,86.892,616.473,299.353,35000,22709,54600,-1,99900,n/a,ZTL,54390,51540
2094,DAL1697_362,222,43960,46170,184,43956,46176,0,243.092,65.1,528.134,382.7,40000,4233,Q,B738,ATL,DEP,IAD,-1,0,242.879,65.616,527.747,383.188,40000,4764,-1,45600,40000,n/a,ZDC,45570,44340
2095,DAL1698_102,401,66780,70780,327,66780,70788,0,406.667,211.9,634.501,194.3,33000,2500,Q,MD88,LGA,OVR,FLL,-1,0,406.579,212.142,634.003,196.017,33000,2580,69320,-1,99900,n/a,ZJX,70180,66800
2096,DAL1700_120,302,49530,52540,244,49524,52548,0,382.033,67.75,598.967,326.35,37000,34700,Q,B752,BOS,OVR,ATL,-1,0,381.233,69.263,598.226,327.246,37000,34780,52510,-1,99900,n/a,ZTL,52240,49840
2097,DAL1701_232,270,53310,56000,224,53304,56004,0,304.003,70.668,592.553,384.834,38000,38000,Q,B752,ATL,OVR,BOS,-1,0,303.524,71.586,592.124,385.573,38000,38000,-1,-1,99900,n/a,ZNY,55400,53320
2098,DAL1717_169,235,36680,39020,195,36672,39024,0,303.135,64.198,495.036,399.1,36000,2533,Q,MD88,DTW,DEP,ORF,-1,0,302.656,64.915,494.492,399.372,36000,3066,-1,38330,36000,n/a,ZDC,38410,36690
2099,DAL1724_611,241,75200,77600,200,75192,77604,0,291.1,75.069,520.808,343.468,33000,5266,Q,MD88,BWI,ARR,ATL,-1,0,290.871,75.39,520.166,343.665,33000,5381,76330,-1,99900,n/a,ZTL,77000,75300
2100,DAL1725_296,267,42710,45370,220,42708,45372,0,280.917,62.184,543.5,373.35,34000,4916,Q,MD88,ATL,DEP,BWI,-1,0,280.586,63.152,543.2,374.058,34000,5418,-1,43900,34000,n/a,ZDC,44770,43310
2101,DAL172_646,364,610,4240,300,608,4244,0,421.649,217.233,570.982,173.9,32000,20833,Q,MD88,MIA,OVR,JFK,-1,0,420.954,217.56,570.113,174.955,32000,21016,-1,1200,32000,n/a,ZDC,3640,610
2102,DAL1736_503,110,70280,71370,93,70272,71376,0,259.55,144.167,572.334,556.8,29233,10950,Q,A320,BWI,ARR,DTW,-1,0,258.832,144.542,571.573,556.811,29113,10965,70670,-1,99900,n/a,ZOB,70770,70320
2103,DAL1737_206,115,49600,50740,96,49596,50748,0,280.767,182.399,588.534,536.4,32066,4433,W,DC95,DTW,DEP,BWI,-1,0,280.221,183.051,588.216,536.61,32014,4722,-1,50730,32050,n/a,ZDC,50140,49740
2104,DAL1738_157,173,84460,86180,143,84456,86184,0,247.768,55.533,532.532,448.9,33000,8000,Q,MD88,DCA,ARR,ATL,-1,0,247.096,56.525,532.047,449.868,33000,8103,84790,-1,99900,n/a,ZID,85580,84480
2620,EIN6963_570,142,79020,80430,118,79020,80436,0,414.6,255.5,610.25,541.017,37000,8900,Q,A332,LEMD,UNK,IAD,-1,0,413.496,256.467,609.864,541.215,37000,9025,-1,80410,37000,n/a,ZDC,79830,79120
2621,EJA132_564,247,53380,55840,204,53376,55848,0,417.233,278,637.934,432.233,28000,8000,L,BE40,RIC,ARR,PSF,-1,0,417.09,278.549,637.061,432.312,28000,8000,-1,-1,99900,n/a,ZNY,55240,53600
2622,EJA132_797,47,68360,68820,39,68352,68820,0,253.733,247.4,484.6,445.833,10000,3766,L,BE40,IAD,INR,RIC,-1,0,253.6,247.556,483.817,446.266,10000,4037,-1,68560,10000,n/a,ZDC,68820,68360
2623,EJA215_275,139,83680,85060,113,83676,85068,0,439.517,343.564,593.265,545.8,18800,2900,L,F2TH,ILG,OVR,BHB,-1,0,439.237,343.934,592.432,546.142,18509,2900,-1,-1,99900,n/a,ZNY,84460,84030
2624,EJA222_843,117,51020,52180,99,51012,52188,0,340.633,249.366,585.933,535.399,17000,6500,L,F2TH,TEB,DEP,IAD,-1,0,340.182,249.544,585.274,535.934,17000,6888,51810,51410,17000,n/a,ZDC,51790,51230
2625,EJA232_036,207,79300,81360,171,79296,81360,0,282.567,59.9,584.934,502.9,38000,34000,L,F2TH,BNA,OVR,PVD,-1,0,281.664,61.042,584.359,503.125,38000,34000,-1,80600,38000,n/a,ZNY,80760,79320
2626,EJA262_218,279,75830,78610,232,75828,78612,0,284.25,107.217,577.883,314.133,40000,36316,L,F2TH,BCT,OVR,TEB,-1,0,283.478,107.787,577.38,315.277,40000,36433,-1,76090,40000,n/a,ZNY,77960,75950
2627,EJA305_216,319,68040,71220,266,68040,71220,0,334.4,96,587.8,340.7,43000,13000,Q,C680,CLT,UNK,CYYT,-1,0,334.025,96.55,587.342,341.467,43000,13000,-1,-1,99900,n/a,ZNY,70620,68200
2628,EJA309_404,242,70830,73240,203,70824,73248,0,174.95,89.367,605.4,384.6,43000,40000,L,C560,SRQ,OVR,SYR,-1,0,174.523,89.656,605.057,385.219,43000,40000,-1,72450,43000,n/a,ZOB,72640,71030
2629,EJA314_778,183,56520,58340,150,56520,58344,0,426.2,249.1,589.034,538.7,23000,9100,L,C560,HTO,DEP,IAD,-1,0,425.721,249.883,588.179,538.842,23000,9100,-1,57190,23000,n/a,ZDC,57740,56670
2630,EJA342_452,269,72140,74820,212,72132,74820,0,313.766,93.1,587.967,396.3,43100,42916,L,C680,RSW,UNK,CYHU,-1,0,313.145,93.758,587.615,397.242,43033,42969,-1,-1,99900,n/a,ZNY,74220,72620
2631,EJA358_068,209,58280,60360,172,58272,60360,0,283,83.366,562.3,419.9,41100,28966,L,C560,BOS,OVR,TRI,-1,0,281.975,84.058,561.658,420.401,41033,29100,-1,59060,41000,n/a,ZTL,59980,58320
2632,EJA358_352,123,60320,61540,100,60312,61548,0,421.367,280.799,630.367,559.6,41000,28966,L,C560,BOS,OVR,TRI,-1,0,420.567,281.594,629.486,560.099,41000,29354,61050,-1,99900,n/a,ZNY,60940,60420
2633,EJA358_801,160,46240,47830,133,46236,47832,0,132.933,80.267,514.999,367.533,35000,3700,L,C560,GSO,OVR,CLE,-1,0,132.646,80.737,514.259,368.126,35000,3700,-1,-1,99900,n/a,ZID,47280,46290
2634,EJA365_471,136,83320,84670,113,83316,84672,0,237.749,103.633,589.367,526.333,41000,6000,L,C680,IAD,ARR,ORD,-1,0,236.968,104.462,588.83,526.386,41000,6000,-1,-1,99900,n/a,ZOB,84070,83430
2635,EJA382_264,145,67900,69340,117,67896,69348,0,417.6,263.899,609.8,541.6,35000,9000,L,C680,ACK,DEP,IAD,-1,0,416.721,264.495,609.372,541.784,35000,9000,-1,68930,35000,n/a,ZDC,68740,67900
2636,EJA389_208,207,180,2240,173,176,2240,0,245.5,57.4,529.834,374.4,38000,24500,L,C680,AVL,OVR,SWF,-1,0,244.859,58.408,529.085,375.317,38000,24825,1900,510,38000,n/a,ZDC,1640,180
2637,EJA391_030,294,66890,69820,243,66888,69828,0,348,163.6,568.701,341.811,29000,4133,L,C560,PHL,DEP,RDU,-1,0,347.932,163.691,568.219,342.513,29000,4306,68600,68000,29000,n/a,ZDC,69220,66920
2638,EJA391_188,344,8290,11720,283,8288,11720,0,395.3,184.6,596.633,348.7,26000,2700,L,C560,RDU,ARR,TEB,-1,0,394.779,185.142,595.862,349.017,26000,2825,-1,8830,26000,n/a,ZNY,11120,8320
2639,EJA399_269,110,85290,86380,92,85284,86388,0,401.25,351.4,661,566.766,38000,31533,L,C560,RIC,ARR,LCI,-1,0,400.987,351.837,660.36,567.356,38000,31651,-1,-1,99900,n/a,ZNY,86380,85760
2640,EJA399_348,213,49000,51120,176,48996,51120,0,347.867,245.3,579.467,453.2,16000,2900,L,C560,RIC,UNK,MQS,-1,0,347.525,245.675,579.042,453.408,16000,3200,50280,49430,16000,n/a,ZNY,50520,49010
2641,EJA399_645,194,55680,57610,160,55680,57612,0,268.333,215.3,611.866,437.35,35000,1900,L,C560,LCI,DEP,RIC,-1,0,267.589,215.394,610.863,437.579,35000,2442,-1,57250,35000,n/a,ZDC,57010,55680
2642,EJA579P_309,228,64310,66580,189,64308,66588,0,405.884,284.267,612.018,441.6,25266,8000,L,C56X,RIC,ARR,EEN,-1,0,405.277,284.779,611.187,441.783,25162,8000,66140,-1,99900,n/a,ZDC,65980,64310
2643,EJA588_943,315,56540,59680,262,56532,59688,0,326.367,67.233,596.133,384.567,36000,36000,L,C56X,PDK,OVR,LWM,-1,0,325.772,67.888,595.823,384.996,36000,36000,-1,-1,99900,n/a,ZNY,59080,57050
2644,EJA589_171,265,47860,50500,221,47856,50508,0,285.601,77.4,595.334,519.567,40000,40000,L,C56X,OKC,OVR,BOS,-1,0,284.848,77.934,595.024,519.575,40000,40000,-1,-1,99900,n/a,ZNY,49900,48040
2645,EJA592_103,278,70470,73240,232,70464,73248,0,356.202,249.034,607.769,327.85,33000,2900,L,C56X,MMU,DEP,PGV,-1,0,355.887,249.346,607.285,328.559,33000,3048,72570,71640,33000,n/a,ZDC,72640,70470
2646,EJA607_128,151,49800,51300,125,49800,51300,0,228.4,82.5,581.8,513.8,41000,4300,L,C56X,IAD,ARR,DSM,-1,0,227.625,83.9,581.358,514.008,40992,4517,-1,-1,99900,n/a,ZOB,50700,50140
2647,EJA607_477,204,67310,69340,168,67308,69348,0,240.734,76.365,524.634,504.4,39533,4000,L,C56X,PWA,DEP,IAD,-1,0,240.343,77.014,524.153,504.485,39409,4000,-1,69340,39533,n/a,ZDC,68740,67360
2648,EJA618_338,188,51510,53380,158,51504,53388,0,431.735,248.948,584.001,532.05,23000,9100,L,C56X,HTO,DEP,IAD,-1,0,431.184,249.326,583.703,532.198,23000,9100,-1,52030,23000,n/a,ZDC,52780,51690
2649,EJA618_546,113,44440,45560,95,44436,45564,0,257.467,244.534,510.401,438.1,10000,3333,L,C56X,IAD,INR,RIC,-1,0,257.314,244.831,509.927,438.35,10000,3600,-1,44760,10000,n/a,ZDC,44960,44580
2650,EJA630P_33Y,326,71030,74280,267,71028,74280,0,360.9,94.6,612.3,346.9,41000,7100,L,C56X,TEB,OVR,GSP,-1,0,360.308,95.447,611.75,347.225,40985,7408,73530,72740,41000,n/a,ZTL,73690,71200
2651,EJA633_145,245,68150,70590,202,68148,70596,0,242.4,112.2,522.176,329.9,39200,5033,L,C56X,MLB,DEP,IAD,-1,0,242.374,112.477,521.077,330.701,39099,5975,-1,69750,36000,n/a,ZDC,69990,68380
2652,EJA633_889,125,62850,64090,103,62844,64092,0,226.3,122.9,577.05,512.834,34300,5000,L,C56X,IAD,ARR,MDW,-1,0,225.82,123.632,576.51,513.401,34056,5000,63150,-1,99900,n/a,ZOB,63480,62870
2653,EJA641_605,450,53250,57740,371,53244,57744,0,432.501,122.9,588.334,183,41000,13966,L,C56X,HTO,OVR,SUA,-1,0,431.883,123.438,587.668,183.722,41000,14121,-1,-1,99900,n/a,ZJX,57130,53570
2654,EJA643_477,193,84460,86380,160,84456,86388,0,251.933,59.433,426.5,291.233,41000,39000,L,C56X,ACK,OVR,GPT,-1,0,251.223,60.631,425.975,291.859,41000,39000,-1,-1,99900,n/a,ZTL,86380,84880
2655,EJA643_667,238,3010,5380,199,3008,5384,0,299.717,88.033,595.133,508.333,40000,37883,L,C56X,MEM,OVR,TEB,-1,0,299.175,88.893,594.776,508.484,40000,38153,-1,3160,40000,n/a,ZNY,4780,3020
2656,EJA655_656,280,38190,40980,232,38184,40980,0,341.9,59.038,587.6,472.2,33000,11250,L,C56X,MMU,OVR,CRW,-1,0,341.308,59.839,586.75,472.367,33000,11620,40540,39140,33000,n/a,ZID,40660,38280
2657,EJA694_400,410,11950,16040,340,11948,16040,0,400.682,175,604.532,232.1,43000,7316,L,C56X,SGJ,OVR,EWR,-1,0,400.116,175.625,603.836,233.175,43000,7729,-1,13600,40000,n/a,ZNY,15440,12070
2658,EJA697_191,321,70860,74060,266,70860,74064,0,287.9,148.633,511.2,216.6,40000,14100,L,C56X,SFB,DEP,MTN,-1,0,287.383,149.387,510.633,217.25,40000,14408,73940,73430,40000,n/a,ZDC,73460,70900
2659,EJA697_386,363,1120,4740,303,1112,4748,0,251.933,94.934,517.633,170.501,39000,4000,L,C56X,IAD,ARR,MLB,-1,0,251.914,95.298,517.135,171.269,39000,4000,3480,-1,99900,n/a,ZJX,4140,1900
2660,EJA706_153,150,84890,86380,124,84888,86388,0,240.401,68.883,514.4,495.7,37000,3000,L,GALX,IAD,ARR,LUK,-1,0,239.924,69.699,514.355,495.83,37000,3131,85230,-1,99900,n/a,ZID,85800,84920
